name,latitude,longitude,醤油,豚骨,味噌,塩,つけ麺,家系,二郎系,担々麺,魚介,油そば,まぜそば,ちゃんぽん,鶏白湯
天下一品 江古田店,35.73682093865005,139.67016568501342,1,0,3,1,0,1,0,0,0,0,0,0,0
石神井 とら,35.74309003862639,139.60836458512006,4,0,0,0,34,0,0,0,4,4,0,0,0
麺屋黒田 本店,35.73668343885472,139.65486129661193,1,5,0,1,0,0,0,0,0,0,0,0,0
本格らぁめん 末廣,35.736409784103486,139.65068721142217,7,2,18,6,0,0,0,0,0,0,0,0,0
しょうゆとんこつラーメン 匠家,35.73467309578126,139.65471556794088,12,4,0,1,0,31,0,0,0,0,0,0,0
玉屋,35.7450319744415,139.60624328328444,8,0,2,10,4,0,0,0,1,0,0,0,0
影虎,35.72290698857064,139.56698672887856,1,5,46,5,1,0,0,0,0,0,0,0,0
元祖 札幌や 練馬店,35.736558638645036,139.6538678850222,1,1,26,8,1,0,0,0,0,0,0,0,0
家族のらーめん食堂 はないち 春日町店,35.75432773862872,139.63807188521275,3,2,4,18,4,1,0,0,0,0,0,0,3
らーめん ろくはうす,35.742884738625655,139.60561968511993,7,1,43,0,0,0,0,0,0,0,0,0,0
ささら,35.74992163864019,139.665433885149,17,0,7,8,4,0,0,0,2,0,0,0,0
麺屋 有希,35.73560781632355,139.62853769897427,10,0,0,7,0,1,1,0,0,1,1,0,0
石神井商店,35.742884038625284,139.60443388512076,8,13,0,16,0,24,0,0,0,0,0,0,0
羅毘徒軒,35.73207015194292,139.67697772780406,9,0,14,2,0,0,0,0,0,0,0,0,0
町田商店 練馬土支田店,35.76509313861409,139.61362428533863,18,13,1,12,2,15,0,0,0,0,0,0,0
鶏そば きらり,35.73711003865021,139.67122068501558,2,0,1,5,2,0,0,4,0,1,0,0,7
つけ麺 てつ蔵 東武練馬店,35.76834072098576,139.66131097007485,5,2,9,1,29,0,0,0,2,1,0,0,0
めんめん,35.733381438650866,139.6658385849817,7,0,2,2,1,0,0,0,0,0,0,0,0
来来亭 石神井店,35.73184803862422,139.579122085027,9,2,4,7,0,1,0,0,0,0,3,0,0
RAMEN KAGURA,35.737547438650225,139.6721329850194,3,3,7,0,24,2,0,0,7,0,0,0,0
大泉らーめん,35.752194138613405,139.5857628852279,15,1,30,7,4,0,0,0,1,0,0,0,0
中華そば 座座,35.75073700525247,139.59523365718496,14,1,0,0,9,1,0,0,1,3,2,0,0
横浜家系源家らーめん,35.72603567514122,139.5904651904999,11,3,3,7,3,19,0,0,0,3,0,0,0
つけ麺屋 やすべえ 練馬店,35.73723423864435,139.65310198502954,0,1,1,1,30,0,0,0,1,0,0,0,0
睡大虎,35.74641313862038,139.59615088516216,2,6,5,6,17,0,0,0,7,0,0,0,0
ラーメンガッツ,35.736705638643194,139.64838288502753,4,6,0,9,0,0,0,0,0,0,0,0,0
燦燦,35.73904747729645,139.66896127007325,7,9,1,6,2,2,0,0,0,1,0,0,7
練馬商店,35.737724238644866,139.6556713850327,16,16,5,11,0,27,1,0,0,0,0,0,0
丸源ラーメン 練馬関町店,35.73146963862213,139.57180788502833,15,4,3,3,2,1,0,2,0,0,0,2,0
北海道らーめん 龍源 大泉店,35.753060085181424,139.59495162920408,0,0,0,0,5,0,0,0,0,0,3,0,0
我道,35.73774223865051,139.67344158502044,1,9,0,2,7,1,1,0,0,0,1,0,1
博多ラーメン だんだん,35.75091828265803,139.58996130892885,9,8,0,7,0,0,0,0,0,0,0,0,0
舎鈴 池袋南口店,35.72763843866824,139.7089442848935,10,1,0,6,28,0,0,0,4,3,0,0,0
太陽のトマト麺 大塚北口店,35.73361307721921,139.72667547381732,0,0,0,6,2,0,0,0,1,0,0,0,0
天下一品 池袋東口店,35.7311668386677,139.71430208492535,0,0,5,1,0,0,0,0,0,0,0,0,1
麺と酒菜の店 薫,35.73077493867656,139.74133348490247,4,0,0,2,0,0,0,9,0,0,0,0,0
ラーメン 伊勢路,35.73039797733206,139.7075245698447,0,0,3,15,6,0,0,0,0,0,0,0,0
東京豚骨拉麺 ばんから 池袋東口店,35.729612738669005,139.715249484909,2,9,0,1,1,1,0,1,0,1,0,0,0
喜多方ラーメン 坂内 大塚店,35.7322815386715,139.72846848492668,9,4,1,4,2,0,0,0,1,0,0,0,0
博多ラーメン 長浜や 池袋店,35.73656433866277,139.7095673849832,3,12,2,0,0,0,0,0,0,0,0,0,0
麺屋ととのう。,35.733136338661915,139.70006198495525,1,2,0,2,0,0,0,0,0,0,0,0,0
旭川味噌ラーメン ばんから 池袋西口,35.732598438665505,139.71027008494266,6,1,43,2,1,0,0,2,0,0,0,0,0
舎鈴 池袋東口店,35.72893305501603,139.7126490764068,3,2,0,6,15,1,0,0,2,0,0,0,0
元祖ニュータンタンメン本舗 池袋東口店,35.732843038666694,139.71448448494215,0,0,0,2,0,0,0,6,0,0,0,0,0
楽楽,35.73211393867515,139.73957138491724,8,1,0,2,0,0,0,1,0,0,0,0,0
龍の神 東池袋店,35.73270522776296,139.71701270699668,0,6,5,0,20,0,0,0,6,0,0,0,0
梯子,35.728489938663,139.69421698491243,4,1,1,9,2,0,0,0,3,0,0,0,0
ラーメン 三原色,35.74029713866114,139.71191228501925,0,0,0,1,0,0,0,0,0,0,0,0,0
横浜家系ラーメン 横浜道 池袋東口店,35.7296860887356,139.7160101514877,0,0,0,0,0,1,0,0,0,0,0,0,0
金竜本店,35.72908133867345,139.72820328489456,5,1,0,2,0,0,0,0,1,0,0,0,0
創作麺工房 鳴龍,35.72867583867439,139.73034258488897,9,0,2,1,1,0,0,16,2,0,1,0,0
麺創庵 砂田,35.73737862957896,139.73364805470527,8,0,0,2,2,0,0,0,1,0,0,0,0
カネキッチン ヌードル,35.72901714769769,139.68277935225802,25,0,0,7,2,0,0,0,0,1,7,0,0
麺屋 Hulu-lu,35.735006787767496,139.70909714730396,3,0,1,19,10,0,0,8,0,0,0,0,0
中華そば しながわ,35.730309938663325,139.6988206849276,13,1,11,2,1,0,0,0,3,5,0,0,0
麺処 花田 池袋店,35.72928933866928,139.71556438490552,2,5,68,3,4,0,0,0,0,0,0,0,0
北大塚ラーメン,35.73168573867267,139.73092938491897,9,1,1,2,0,0,0,0,0,0,0,0,0
馳走麺 狸穴,35.73258453866736,139.71605028493846,1,1,2,1,23,0,0,0,8,0,0,0,0
塩そば専門店 桑ばら,35.729160838669664,139.7164464849036,2,0,1,57,0,0,0,0,4,2,0,0,0
麺屋 ごとう,35.73573460522249,139.74763085801766,7,1,0,4,5,0,0,0,11,0,0,0,0
まるえ中華そば 巣鴨,35.73294713867496,139.74062848492488,6,1,0,9,0,0,0,0,3,0,0,0,0
中華そば 半ざわ,35.74459043866382,139.72886248505074,28,0,1,27,3,0,0,0,1,0,0,0,0
志奈そば 田なか,35.730854982636146,139.72345475717376,2,0,1,3,6,0,0,0,0,0,2,0,0
皇綱家,35.731247470393285,139.70925452954145,11,5,0,1,0,14,0,0,0,0,0,0,0
ラーメン二郎 池袋東口店,35.728235938669435,139.71389898489605,0,2,0,2,0,0,3,0,0,0,4,0,0
博多長浜らーめん ぼたん 大塚本店,35.732707338671084,139.72800648493134,0,27,0,2,0,0,0,0,0,0,0,0,0
ヌードル ボイス,35.728158738667986,139.70920718489856,0,0,0,3,6,0,0,0,3,3,0,0,2
Nii,35.72968490738995,139.7278847209159,13,0,1,15,11,0,0,0,0,0,0,0,0
鶏の穴,35.732592238666925,139.71472348493947,1,2,0,11,2,0,0,0,0,0,0,0,9
東京アンダーグラウンドラーメン 頑者,35.73030053866681,139.70979098491978,0,9,0,0,31,0,0,0,18,0,2,0,0
無敵家,35.72690423866957,139.71165558488417,11,9,1,3,1,10,0,0,0,0,1,0,0
カラシビ味噌らー麺 鬼金棒 池袋店,35.72912493866932,139.71530798490406,0,2,41,0,1,0,0,2,0,0,0,0,0
ベジポタつけ麺えん寺,35.733332563566535,139.7114539730987,0,2,0,0,23,0,0,0,2,0,0,0,0
ラーメン いいかお,35.73928336919764,139.73040490301767,37,1,7,3,5,0,0,0,3,0,0,0,0
元祖めんたい煮こみつけ麺,35.72833243866889,139.71237918489808,0,0,3,0,24,0,0,0,0,0,0,0,0
麺場 らせん,35.7304587386584,139.68368348493968,14,5,6,5,0,0,0,0,2,0,0,0,0
麺や いま村,35.73287053867485,139.74013408492448,17,0,2,12,0,0,0,0,0,0,0,0,16
麺たつ,35.73636683866776,139.7248612849705,7,4,0,25,0,1,0,0,1,0,0,0,0
らあめん あじるく,35.73301070890754,139.73052601509738,1,0,0,20,0,0,0,0,1,0,0,0,0
生粋 池袋本店,35.7322442770704,139.70747129841013,14,0,0,19,2,0,0,0,13,6,0,0,0
銀座 篝 Echika池袋店,35.731749882562156,139.70730272406226,10,1,0,6,1,0,1,0,1,0,1,0,15
タマネギヘッドバッド,35.732722138662034,139.69959498495137,0,1,2,6,0,0,0,0,2,0,3,0,0
麺処グロース,35.7291287431923,139.705537158041,2,8,0,5,17,0,0,0,7,0,1,0,0
瞠 池袋本店,35.7318386448263,139.71649973394256,1,1,0,1,8,0,1,0,8,4,8,0,0
MENYA NAKAGAWA,35.73357220181102,139.70811368392035,11,3,0,10,14,0,0,0,17,0,0,0,0
俺の空 池袋店,35.73217653866766,139.71614778493426,1,0,0,1,14,0,0,0,12,0,1,0,0
環七土佐っ子ラーメン,35.732967538665115,139.70979308494674,7,2,0,3,0,0,0,0,0,0,0,0,0
屯ちん 池袋本店,35.7276478386696,139.71321608489058,12,29,1,2,1,0,0,0,8,0,0,0,0
ラーショ マルミャー 池袋店,35.7327922386637,139.70495788494833,8,1,6,4,1,3,0,0,0,0,0,0,0
ラーメン 西ちゃん,35.72868283865993,139.68494468492088,9,1,0,1,3,2,0,1,0,0,0,0,0
節骨麺 たいぞう 池袋店,35.73201629933518,139.71053049928736,1,4,0,2,6,2,0,0,9,0,1,0,0
ひろちゃんラーメン!,35.73273231921789,139.70969220260537,12,0,0,13,1,0,0,0,0,0,0,0,0
オリオン食堂,35.72812483583405,139.6824296788921,14,3,2,6,32,0,0,0,7,0,6,0,0
ラーメンBAR やきそばー HIT,35.73279563867443,139.73870178492473,3,2,0,0,4,0,0,0,1,4,0,0,0
自家製熟成麺 吉岡,35.722294464352636,139.7049739083704,24,0,0,1,0,0,1,0,0,0,0,0,0
LOKAHI,35.73366353867007,139.7267022849419,5,0,0,16,10,0,0,0,2,0,0,0,0
屯ちん 池袋西口店,35.73136823866635,139.71046098493008,9,21,10,1,0,1,0,0,2,0,0,0,0
麺舗 十六,35.73387152395072,139.702944654982,10,1,0,3,16,0,0,0,4,4,0,0,0
Rock’anDo,35.732967474524266,139.70412071004583,4,3,0,1,0,0,0,0,0,1,0,0,0
東池袋 大勝軒 本店,35.72602703867241,139.7188172848703,2,0,13,0,14,0,0,0,2,0,0,0,0
だいはち,35.72435113867443,139.72184878485086,5,0,11,9,6,0,0,0,0,0,0,0,0
RAMEN and TSUKEMEN Number.6,35.73403923867353,139.73833668493756,32,0,0,11,27,0,0,0,0,0,1,0,0
油そば専門店 麺処一龍庵 池袋本店,35.730119501030686,139.7072819675185,6,0,0,5,0,0,0,0,0,6,36,0,0
つけ麺屋のぶなが,35.73288787594521,139.71071183298525,1,4,2,2,22,0,0,0,7,0,0,0,0
中国家庭料理 楊 別館,35.73030698036147,139.70724668403912,0,0,2,1,0,0,0,9,0,0,0,0,0
らぁ麺 はやし田 池袋店,35.732223938666856,139.71374538493643,16,0,0,4,5,0,0,0,1,0,3,0,1
なりたけ 池袋店,35.72600263867017,139.71172888487501,6,2,12,2,0,0,1,0,0,0,0,0,0
武蔵家 池袋店,35.73036113866595,139.70715458492225,6,7,0,2,1,19,0,0,0,0,0,0,0
にしき之中華ソバ,35.72999873866706,139.70990818491666,11,1,0,7,2,0,0,0,3,0,0,0,0
つけ麺屋 やすべえ 池袋店,35.72944723866893,139.71474728490767,2,3,4,2,32,1,0,1,6,0,0,0,0
春日亭,35.727881704637376,139.70841586526973,2,0,0,0,0,0,0,0,0,31,2,0,0
松葉,35.723721838664034,139.68794668486865,6,0,1,1,0,0,0,0,0,0,0,0,0
香家 エソラ池袋店,35.729700702139766,139.7098698274348,0,1,0,0,0,0,0,48,0,0,0,0,0
麺や あかつき,35.73527305931032,139.75171776207335,8,6,0,0,0,0,12,0,0,0,0,0,0
らーめん 鴨&葱,35.73231263867526,139.74032908491873,8,0,0,2,0,0,0,0,0,0,0,0,0
大塚 大勝軒,35.73202203867234,139.73055718492262,0,0,1,3,6,0,0,1,1,0,0,0,0
東京ラーメンショー 極み麺,35.728806688628694,139.71316348394788,26,9,19,29,0,13,0,0,2,0,0,0,0
広州市場 大塚店,35.73012563867304,139.72897698490456,4,0,0,12,0,0,0,3,0,0,0,0,0
九州じゃんがら 西武池袋店,35.72938253866797,139.71158068490925,0,2,0,4,3,0,0,0,0,0,0,0,0
池袋商店 2号店,35.73153393866739,139.7140150849293,8,9,0,3,0,20,0,0,0,0,0,0,0
東池 おはこ 大勝軒,35.731098138674675,139.73605308490943,8,0,0,4,4,0,0,0,2,0,0,0,0
極 蘭州拉麺,35.73591311882289,139.71133608629785,1,0,1,5,0,0,0,0,0,0,0,0,0
麺屋武蔵 二天 池袋店,35.72986823866833,139.71368528491269,3,1,0,0,11,0,0,0,4,1,0,0,0
博多天神 池袋東口店,35.73217161963653,139.71391604429806,0,7,0,1,1,1,0,0,0,0,0,0,0
つけ麺道たけし,35.73756073865589,139.689950785007,4,2,5,1,42,0,0,0,4,0,0,0,0
担々麺 辣椒漢 駒込店,35.73703903867502,139.74896278496036,0,0,0,2,0,0,0,41,0,0,1,0,0
萬馬軒 橙 池袋店,35.73205043866587,139.7103055849371,8,2,60,2,2,0,0,0,0,0,0,0,0
つけ麺 岡崎 池袋東口店,35.73086567136835,139.71524182765347,4,1,1,11,37,0,0,0,1,0,1,0,0
麺屋 帝旺,35.728238738674314,139.72920818488535,0,4,1,1,2,0,0,1,3,45,2,0,0
浮浪雲,35.723969681641854,139.71176910023362,3,0,4,8,8,1,0,0,3,0,0,0,24
豚山 大塚店,35.733010939289365,139.72781401809564,1,0,0,2,1,1,4,1,0,0,2,0,0
ラーメンいつき,35.735237453873,139.70093587003245,22,6,8,10,6,0,6,0,1,1,1,0,0
麺屋 KEMURI,35.730500538663435,139.69956648492897,27,0,5,7,0,0,0,0,0,0,0,0,0
俺の出番,35.73068963867023,139.72128218491565,9,1,14,7,3,0,0,0,3,0,0,1,0
蒙古タンメン中本 東池袋店,35.72930443866905,139.71481158490622,0,1,22,2,0,0,0,0,0,0,0,0,0
中華そば 青葉 池袋サンシャイン店,35.72917786332478,139.71907658688687,2,5,0,5,21,0,0,0,11,0,0,0,0
滝野川 大勝軒,35.732520638667395,139.71604328493783,0,1,3,1,6,1,1,0,4,0,0,0,0
麺屋 清,35.72834583865938,139.68254638491914,7,0,0,5,4,0,0,0,2,1,0,0,1
TOKYO豚骨BASE MADE by博多一風堂 池袋店,35.73091773866716,139.71211478492438,5,51,4,1,0,0,0,0,0,0,0,0,0
龍栄,35.73115963866227,139.69723238493725,5,0,4,6,6,0,0,7,1,0,0,0,0
味噌専門 ラーメン味來,35.73257773066128,139.7004951957556,3,5,43,1,3,1,0,0,1,0,0,0,0
らあ麺 燕返し,35.73272969563869,139.71850397090972,4,8,23,7,23,0,0,7,13,5,1,0,1
中華蕎麦 ジンベエ,35.7423160337573,139.72659091347305,2,0,0,6,0,0,1,0,1,3,0,0,1
麺処 いっぱく,35.725498780908616,139.68546843632083,2,2,12,7,17,0,0,0,8,2,1,0,0
広島つけめん まるとちび,35.730479466108804,139.7074869339226,3,0,0,1,33,0,0,0,2,0,2,0,0
鯛塩そば 灯花 池袋東武店,35.73026043866704,139.71041598491897,1,0,0,28,2,0,0,0,2,0,0,0,0
宍道湖しじみ中華蕎麦 琥珀 池袋店,35.73370053866517,139.711381784953,23,0,0,26,2,0,0,0,0,0,0,0,0
麺匠 茜ノ舞,35.74040175251062,139.70830918657222,5,0,48,1,2,0,0,2,3,0,0,0,0
味噌麺処 田坂屋,35.73068733866565,139.7069149849257,3,7,82,3,0,1,1,0,0,1,0,0,0
俺流塩らーめん 池袋東口店,35.73227633866683,139.71376598493694,0,0,8,51,0,0,0,0,1,0,0,0,0
じもん 駒込店,35.73814363867419,139.7485899849718,0,0,0,0,0,0,0,7,1,0,3,0,0
ハレとケ RAMEN RESTAURANT,35.71462537426886,139.71010494644824,17,0,0,32,0,0,0,9,5,0,0,0,0
油そば 鬼 池袋本店,35.729082438669344,139.7153060849036,10,0,1,2,1,0,0,0,1,28,0,0,0
一金,35.73101033866243,139.6974675849356,0,0,47,2,6,1,0,0,0,0,0,0,0
丸子家,35.72890156982502,139.7294663359879,17,13,4,2,1,22,0,0,0,0,4,0,1
麺吉,35.73431523927532,139.72753064824332,2,4,0,3,34,0,0,0,10,0,0,0,0
つじ田 池袋西口店,35.731848938664676,139.706177084938,2,8,0,2,27,0,0,0,11,0,0,0,0
池袋商店,35.73188233866495,139.70710298493765,13,10,0,11,1,34,1,0,0,1,0,0,0
T'sたんたん 池袋店,35.72999183866732,139.710737384916,1,0,1,2,0,0,0,5,1,0,0,0,0
都電テーブル 雑司が谷,35.719154198174195,139.7182140644715,3,0,1,1,0,0,0,0,3,0,0,0,0
アナタゼッタイセアブラタリテナイ,35.732946738674954,139.7406208849249,2,0,0,32,0,0,2,0,0,0,0,0,0
海老豚骨拉麺 春樹 新大塚本店,35.725913838675865,139.72946728486167,8,19,0,5,7,22,0,0,5,0,0,0,0
らーめん 味っ子,35.73450430796184,139.73807801839254,7,0,3,2,0,0,0,0,4,0,0,0,0
豚山 池袋西口店,35.731708138664956,139.70672518493615,3,0,0,2,0,1,13,0,0,1,0,0,0
駒込家,35.73608524613394,139.74762130388552,26,27,1,17,10,32,2,0,3,0,0,0,0
博多福や,35.732761769274354,139.7101938262563,10,23,0,1,1,0,0,0,0,0,0,0,0
博多 一風堂 池袋店,35.72790151447207,139.71355293772635,1,17,2,4,0,0,0,1,0,0,0,0,0
木菟ラーメン,35.720145638674786,139.71455288481386,10,1,0,0,9,0,0,0,2,0,0,0,0
タンメン だいはちっこ,35.726047027068056,139.71564034974872,3,0,23,15,7,0,0,0,0,0,1,1,0
東池袋 大勝軒 南池袋店,35.728313638669405,139.7139932848968,8,0,1,3,4,0,0,0,8,0,0,0,0
横浜家系ラーメン 麺屋いぶすけ,35.73244905711818,139.72793847807378,9,9,0,3,3,17,0,0,0,1,0,0,0
三ツ矢堂製麺 池袋サンシャイン60通り店,35.72978043866893,139.71542028491058,2,8,0,7,21,0,0,0,10,0,0,0,0
俺流塩らーめん 池袋明治通り店,35.73292434492474,139.71552032085063,0,0,0,0,0,0,0,0,0,0,0,0,0
天下一品 池袋西口店,35.73257273866551,139.71022308494244,0,1,0,1,0,3,0,0,0,0,0,0,0
ラーメン 桃源,35.72373775486792,139.71136053373232,11,0,1,7,3,0,0,0,0,0,0,0,0
らぁめん 福や,35.72391772690918,139.71086195574182,9,8,5,4,1,4,0,0,0,0,0,0,0
一蘭 池袋店,35.73251113866683,139.71419518493903,0,11,2,1,0,0,0,0,0,0,0,0,0
油そば鈴の木,35.73218463866439,139.70593798494153,9,0,3,4,1,0,0,0,0,31,19,0,0
辛旨ラーメン ふじ本,35.73781688853875,139.74797656676782,0,0,5,0,1,0,2,0,2,0,0,0,0
巣鴨家,35.732667138674636,139.73911698492282,14,11,2,6,1,20,2,0,0,0,0,0,0
竹岡式ラーメン 世良,35.73776606064689,139.7479768468625,19,4,1,7,1,0,4,0,0,0,0,0,0
中華そば 神寄 巣鴨地蔵通店,35.73477753867246,139.7364728849463,6,0,1,5,0,0,0,0,0,0,0,0,0
無極,35.733527617978844,139.69986076026618,19,19,2,1,3,5,0,0,2,0,0,0,0
つけ麺屋 やすべえ 西池袋店,35.73269663866516,139.70936208494427,1,0,6,0,29,0,0,0,1,0,0,0,0
大勝軒 まるいち 西池袋店,35.73137653866492,139.70595598493335,0,0,0,1,1,0,0,0,0,0,0,0,0
東京油組総本店 池袋組,35.731760138666004,139.71013598493425,2,0,9,2,4,1,0,1,0,50,5,0,0
つけ麺専門店 三田製麺所 池袋西口店,35.73269303866537,139.7099997849438,0,4,0,5,24,0,0,0,5,1,1,0,0
東京ラーメン空,35.5507763955472,139.78302199015616,6,1,1,3,0,0,0,0,0,0,0,0,0
笑麺亭 環七馬込店,35.592975038756016,139.7159978835283,2,0,1,0,0,0,0,0,0,21,0,0,0
麺屋 だるま 六郷店,35.54149939802014,139.70727287490934,9,9,0,1,1,8,0,0,1,0,0,0,0
幸福麺処　もっちりや,35.58451933876917,139.74047278342573,22,1,11,10,3,0,0,1,6,0,0,0,0
ヨネ家,35.57368693088286,139.6995184258317,1,3,0,0,10,1,0,0,6,0,0,0,0
ラーメン和,35.57285662953674,139.72489024582217,0,0,0,2,0,0,0,0,0,0,0,1,0
らぁめん 葉月,35.59013573874602,139.6789728835256,21,2,0,1,11,0,0,0,12,0,0,0,0
らーめん飛粋,35.56404882744546,139.71727211736757,0,4,0,1,0,15,0,0,0,0,0,0,0
らーめん亭 ひなり竜王,35.56735104850188,139.73562292174725,25,0,0,3,7,0,0,0,0,2,0,0,0
中華ソバ ちゃるめ,35.55311661476322,139.73038875359347,6,1,1,9,2,0,0,0,7,0,2,0,0
煮干しつけ麺 宮元,35.56422703877345,139.71342768323976,7,4,0,3,28,7,0,0,5,0,0,0,0
中華そば さとう,35.54860413879373,139.74594948305912,3,0,0,5,0,0,0,0,2,0,0,0,0
麺屋 まほろ芭,35.559652924826935,139.71819279885597,14,0,0,4,1,0,0,0,2,5,1,0,1
中華soba いそべ,35.562468238770265,139.69990128323144,11,0,0,11,1,0,0,0,3,0,0,0,0
中華そば 梟,35.56424773877183,139.70839338324345,13,0,3,3,2,0,0,0,1,0,0,0,0
らーめん 潤 蒲田店,35.5617019387768,139.7188959832104,10,2,3,2,0,0,2,0,6,0,0,0,0
いずみ家,35.598694538751275,139.71251548358853,3,3,0,5,0,21,0,0,0,0,0,0,0
旨辛タンメン 荒木屋,35.56197424457797,139.71254649423653,0,0,10,0,0,0,0,0,0,0,0,0,0
Homemade Ramen 青麦,35.5847577058669,139.7321640937826,4,4,3,3,3,0,0,0,3,0,0,0,0
インディアン 本店,35.565186438771484,139.70917108325241,4,1,0,12,0,0,0,0,2,0,0,0,0
ラーメン 環2家 蒲田店,35.56371783877464,139.71616928323266,5,8,0,0,0,23,0,0,0,0,0,0,0
NIBOSHI MANIA,35.56077853877588,139.71417428320436,0,0,2,11,0,0,2,0,0,0,0,0,0
メイドインヘブン,35.557645038781246,139.72477888316533,4,1,0,0,13,0,2,0,1,17,1,0,0
ラーメン 宮郎,35.56185933877467,139.71252148321645,11,2,4,7,4,0,6,0,0,0,0,0,0
つけ麺 たけもと,35.5911136375483,139.68129858107505,1,3,0,5,20,0,1,1,11,0,0,0,0
ラーメン髭,35.57763688688723,139.73708984588822,3,0,0,3,2,0,0,0,0,8,0,0,0
中華そば やま福,35.56201036575939,139.7133442041015,15,0,0,14,1,0,0,0,1,2,0,0,4
狐狸丸,35.56676573152317,139.71609446653645,11,0,0,28,1,0,0,0,0,0,2,0,0
ラーメン 鷹の目 蒲田店,35.560721907901474,139.71422807890764,3,2,0,3,4,0,17,0,0,0,10,0,0
らーめん蓮 蒲田本店,35.560500838775965,139.71389038320177,1,7,56,1,7,0,3,0,0,0,1,0,0
中華そば 結。,35.58501874763824,139.72979288980312,55,2,8,7,2,0,0,0,0,0,4,0,0
なるめん,35.606626525246284,139.68716793493974,3,19,0,5,2,0,1,0,16,0,0,0,1
むらもと,35.605734638738134,139.6852969836787,4,3,0,2,4,1,0,0,1,0,0,0,0
六厘舎 羽田空港店,35.546892215328945,139.76835457932285,5,7,0,0,32,0,0,0,8,0,0,0,0
グッドモーニング ラーメンショップ,35.55179588711726,139.74425460728892,10,14,0,3,0,13,0,0,0,0,0,0,0
ちばから 蒲田店,35.56237695374727,139.7110846526564,4,2,0,1,2,1,11,0,0,4,0,0,0
三三七 大森店,35.58878580792784,139.72768705791657,8,4,5,3,16,3,0,0,8,1,0,0,3
インディアン 池上店,35.571997038765765,139.70479178332428,2,0,0,6,0,0,0,0,2,0,0,0,0
らーめん ぶたまろ,35.5573521636577,139.72413824435193,0,8,59,1,0,1,1,3,6,0,0,0,0
ラーメン 大 蒲田店,35.56404963877471,139.71704248323542,8,1,0,5,1,1,5,0,0,2,0,0,0
長浜ナンバーワン  東京大岡山店,35.60854962553825,139.6856024208569,0,28,2,1,0,0,0,0,0,0,0,1,0
餃子とタンメン 天,35.55220104125218,139.78736517497336,1,0,1,7,0,0,0,0,0,0,0,0,0
上々家,35.5523385387886,139.73726278310295,7,8,0,3,0,30,0,0,0,0,0,0,0
ラーメン タロー 大森の陣,35.587731838763375,139.72866128346647,10,2,0,1,1,0,14,0,1,0,0,0,0
田中そば店 蒲田店,35.56204883877604,139.71722618321505,0,3,4,5,1,1,0,0,0,0,0,0,0
らーめん凌駕,35.606566638737625,139.68537088368706,7,1,0,6,23,3,16,0,0,0,0,0,0
ラーチャン専門店 我武者羅 蒲田店,35.56034973877633,139.71472528319967,30,1,1,8,4,1,0,0,0,0,0,0,0
横浜家系ラーメン 志田家 蒲田店,35.56259538260633,139.71789102177576,7,8,0,1,0,16,0,0,0,0,0,0,0
イレブンフーズ源流,35.55724593878553,139.73741038315242,6,8,0,7,1,3,0,0,0,0,0,0,0
札幌味噌らーめん ひつじの木 大森本店,35.587416038763585,139.72871158346322,0,5,59,2,1,0,1,0,1,0,0,0,2
空港ラーメン 天鳳,35.550137138804736,139.78356028304825,11,0,7,8,0,0,0,1,0,0,0,0,0
麺処 鳴声,35.58684833875683,139.70635008347318,1,0,2,1,0,0,0,21,1,0,0,0,0
しま坂,35.610879636420265,139.68459045317834,2,6,0,1,5,5,0,0,6,0,0,0,0
和鉄 蒲田店,35.562295135395765,139.71780243184597,3,5,3,5,6,1,1,0,7,0,0,0,0
らーめん 一会,35.586373938764005,139.72792248345328,3,1,41,4,2,0,1,0,2,0,0,0,0
しなそば 天味,35.563387985991646,139.71276057803232,11,0,0,18,0,0,0,0,0,0,3,0,0
らぁ麺 鶏だし屋,35.55191383880492,139.7876939830633,14,0,0,18,0,0,0,0,0,0,2,0,0
辛しや,35.56800131814978,139.69323476502066,1,0,0,0,0,0,0,0,0,9,1,0,0
釜玉中華そば ナポレオン軒  京急蒲田店,35.56125693877834,139.72284518320313,7,0,0,1,0,0,0,0,0,2,4,0,0
喜多方ラーメン 坂内 小法師 西蒲田店,35.563862338774086,139.71470038323514,12,3,1,7,0,0,0,0,0,0,0,0,0
横浜家系ラーメン 大輝家,35.56133976188615,139.7223743183606,7,6,0,1,1,17,0,0,0,0,0,0,0
笑麺亭 糀谷本店,35.55299333878732,139.73451438311147,2,0,0,1,1,0,0,0,0,33,1,0,0
麺喰屋 Senmi,35.56892913876364,139.69199748330226,12,2,1,5,6,0,0,31,6,2,0,0,0
Zoot,35.5629021955175,139.71223953256103,13,11,0,29,10,1,0,0,18,0,0,3,1
麺屋 なおと,35.563368338774474,139.71492748322999,33,0,0,10,13,0,0,0,1,0,2,0,1
麺でる 田園調布本店,35.59149223874419,139.67592358354145,8,0,0,1,0,0,6,0,1,0,0,0,0
楓 京急蒲田店,35.561558065572044,139.7220137826967,9,0,55,5,3,0,0,0,0,0,0,0,0
麺場 Voyage,35.558977038779524,139.72203458318066,3,1,1,11,2,0,0,3,2,0,0,0,0
羊と狼,35.57868390076115,139.7315733113852,34,0,0,16,1,0,1,0,7,1,0,0,0
らーめん せたが屋 羽田国際空港店,35.544747638803706,139.76956898300364,8,7,1,3,4,0,0,0,10,0,0,0,0
